[mean success],blue_jet_speed,red_jet_speed,blue_jet_sensor_range,red_jet_sensor_range,blue_AEW&C_speed,red_AEW&C_speed,blue_AEW&C_sensor_range,red_AEW&C_sensor_range,blue_GBAD_speed,red_GBAD_speed,blue_GBAD_sensor_range,red_GBAD_sensor_range,blue_GBAD_weapon_range,red_GBAD_weapon_range,blue_AWD_speed,red_AWD_speed,blue_AWD_sensor_range,red_AWD_sensor_range,blue_AWD_weapon_range,red_AWD_weapon_range,blue_subs_speed,red_subs_speed,blue_subs_sensor_range,red_subs_sensor_range,blue_subs_weapons_range,red_subs_weapons_range,AIM120-PK,AIM120-Range,AIM9-PK,AIM9-Range,AGM88-PK,AGM88-Range,AWD-PK,GBAD-PK
0,1352.932197,1729.517238,51.36609883,67.22793013,237.5794368,1397.894785,218.038316,214.3650073,19.06878219,9.671087359,168.5618676,111.9790418,170.1034978,107.476176,50.62802297,52.28307975,156.8891859,283.8416967,194.3054952,234.9365555,40.69519842,24.44707788,72.32745991,212.1811508,119.2887721,222.1356339,0.48,96.67748063,0.98,30.63678229,0.988847094,93.66264205,1,1
0,1844.87434,1406.631023,73.68719523,32.38191299,1304.636728,471.9547125,358.3727448,285.2355909,3.248881366,4.673526619,128.0450957,81.78533156,110.3415959,211.1166089,52.20015314,31.25181092,187.6680091,249.2635078,235.8496733,98.67970128,50.44783138,27.5936314,185.1064811,155.071446,91.87503097,168.7810714,0.75823825,98.79702922,0.509512117,20.88096563,0.56750926,136.1112182,1,0.885776766
0,2042.972897,2372.079306,115.1564341,177.3638704,1153.532675,1580.556607,481.7707946,187.4349235,26.87612947,20.66296881,116.8149191,97.7162505,139.9686149,177.3778914,31.33665346,37.18552874,67.3733229,74.00005268,226.951543,174.6194328,27.70013847,28.6588083,164.7461816,147.5343883,149.7330548,176.1349239,0.48,115.4036995,0.726030461,26.23158875,0.563548175,70.92546858,0.5,0.536323284
0.02,2624.533322,1791.003755,138.2165592,40.8913832,147.9229603,1258.542632,276.6538296,389.3667704,29.78819749,37.76457529,193.8714859,135.0711138,97.36420804,97.79325222,31.54964893,35.60935658,274.2621668,275.6103886,208.3071721,229.1392316,45.50220457,41.36705419,210.7891061,111.0457192,96.09959427,207.5332594,0.98,93.19661528,0.941187294,32.45834469,0.50903204,130.1851789,0.5,0.647072561
0,2685.522435,1975.751531,121.5658434,176.97133,514.075468,1314.425563,258.1333656,307.9081753,47.76065063,32.41284582,47.64902477,91.33625742,91.11920519,194.8141151,50.84377494,55.15501679,70.23339453,119.8870283,208.0797972,156.9325786,51.32527472,24.12557527,133.5317502,258.9721262,249.7182945,121.0619869,0.48,95.7156882,0.504656023,33.6317642,0.5,93.58546088,0.662968503,0.962752306
0,2459.969652,1266.041456,74.88417509,138.8579719,1031.175414,1222.938083,625.8222249,227.4373487,36.11921976,18.34347697,155.766926,162.9518421,197.4686458,98.24094684,33.97361123,47.558671,106.9423972,223.3633865,235.5603846,121.0002448,25.68076991,36.86114122,217.326865,130.6944963,188.7449406,105.562694,0.98,133.0081887,0.942849481,21.06589496,0.588017626,113.7374576,0.763995742,1
0,1678.036847,2428.655329,32.86751703,29.08549572,671.3297558,1070.270523,411.6680672,415.8561326,45.44157479,34.52595199,156.1165589,165.421792,191.8244977,74.35775822,35.9159959,37.0549645,179.2942781,142.4721371,131.9112639,96.8720516,45.39253951,49.57643492,163.6604217,208.5333414,266.7047739,203.2496096,0.73715152,79.34916508,0.48,25.29546976,0.758184138,93.69483118,0.606932721,0.5
0.01,2068.864219,1272.282604,56.24924802,44.5659816,1460.660428,1261.794667,243.2718637,611.5167791,24.31151171,10.37988235,177.9449749,72.74721393,113.9723584,120.2530991,51.14388926,59.81120941,71.46516444,275.4948462,163.7106445,132.1870426,50.30386344,35.92541401,205.9506845,234.2382543,108.4762422,115.7919278,0.946864219,88.89413513,0.917359646,19.99953665,0.5863344,81.21910906,0.96672575,1
0,1826.803577,1753.495168,140.3327309,136.466033,1235.083546,994.8704472,232.4697474,235.7926079,44.21139113,14.67217254,188.7859864,52.83335361,200.7480356,131.6938521,37.92670894,45.97948013,235.0092998,106.186376,119.0472983,152.4965637,45.96811088,44.49747404,217.8577482,154.5002233,130.7670163,124.3100412,0.964675996,92.67319323,0.98,24.08102373,0.5,104.6758233,0.513057246,0.916261396
0.06,2556.011022,1633.924191,162.59987,72.00818817,1347.976409,1540.377757,308.2704217,255.0025392,14.54059734,30.53636271,142.7476285,87.05369289,101.298334,191.4112821,59.57001734,58.3188858,91.05769947,153.9568626,207.4154314,240.340089,48.21637767,37.68077254,166.5403541,176.6048783,155.749959,256.1002868,0.931490548,108.5817766,0.906240755,26.02416506,0.597933557,139.7511091,0.88703921,1
0,2370.732399,1621.446658,96.47432146,71.08109885,1351.47212,1168.246283,524.4884402,466.2328162,11.13438372,38.59821117,64.83233917,164.2500442,157.4300628,220.1966967,58.73951667,32.13855346,85.37234559,170.4926786,199.8136357,199.2191537,38.98872937,28.76218244,203.0889688,217.6627853,92.45330714,219.808743,0.98,76.51713477,0.98,24.71459807,0.5,111.6726269,1,1
0.06,1690.72211,2051.105587,171.1305547,33.83472163,984.4682335,276.1219001,345.2160749,502.7582545,36.55894384,27.96553465,99.52610208,132.5961098,164.8845269,203.604672,53.98636817,34.1997275,92.56769063,72.96504407,181.6480573,177.3493459,39.76098021,24.51427225,184.7642487,236.6854683,140.8534883,228.9999017,0.951634439,120.8427047,0.98,24.67725411,1,140.6452607,0.703658323,0.5
0,1748.374852,1581.024419,73.15462464,32.9756101,653.5077079,1103.06226,239.698784,258.2087017,16.76747991,11.98854246,122.4966978,121.8190876,156.9423101,163.8121512,54.75277571,58.91825091,62.31417273,248.9255504,187.5249602,191.3298309,49.07954665,43.99024278,238.6473382,117.9425646,229.1916092,102.9260914,0.731499264,129.5850803,0.880731533,28.67945731,0.5,83.81050305,0.609420397,1
0,2684.96111,1382.008259,30.19007154,97.26928817,1197.908124,397.2392569,417.1697168,253.0419181,11.1343166,1.28914902,62.88810498,98.79915606,123.3589782,150.4349439,51.94569322,32.16230643,187.0158841,72.43903347,114.9501805,190.2770222,50.08031954,34.92813896,148.1522574,232.4656917,243.5600852,148.3607469,0.719154469,93.04146205,0.524745938,32.68164542,0.795617265,86.18241483,0.600779232,0.5
0,1340.042875,1782.864889,33.96302086,39.65470889,218.5949972,514.4674334,350.4738983,449.4045746,26.25101135,31.25467566,80.82939448,61.0383976,133.6419888,137.9063623,47.41224437,38.44685561,215.1921052,78.51076685,160.1139993,127.5609686,30.06005301,31.25446416,242.0427297,65.81130111,142.5208942,75.25830653,0.811850093,122.8425091,0.48,33.30662429,1,74.99348482,0.876060218,1
0.005,1778.184203,1669.267427,81.31595994,47.48748317,784.1686902,689.2963726,439.5943462,225.9251553,21.93010743,41.59349007,176.0433553,134.0140465,178.6329591,127.2433994,32.56164118,46.35986251,200.1047702,257.2143529,245.4001748,199.8780705,24.24126135,51.28347922,138.8094543,124.2656058,244.3292786,72.17695915,0.48,94.37971964,0.926742101,36,0.77925982,70.45692259,0.759814735,0.5
1,2334.170631,1509.83543,155.4886515,31.2507125,956.205702,906.9784952,567.6239164,386.9445243,17.79927948,41.29342217,190.3841596,86.391109,106.122001,91.22345967,34.08784625,38.00235675,167.9032713,135.0743007,230.0035667,120.9237031,49.90199863,33.79239881,206.8871464,111.1653018,215.5133304,200.7990835,0.567749983,112.0979494,0.579305361,29.09418066,0.912893529,110.103941,0.5,0.502490929
0,2275.685409,2391.552257,132.5287911,47.39109092,701.6534599,361.239882,151.6784347,162.6130698,27.88942293,5.240085467,127.4330768,143.9136047,80.70824424,220.2703208,33.41812416,48.5356288,226.5639524,207.7975239,143.7450166,160.6724354,31.75067295,38.80933219,184.3172933,115.0471044,222.0957676,117.828378,0.505133317,92.45297755,0.98,22.42205525,0.632850839,120.2055484,1,0.545376903
0.005,2658.234248,1538.639561,59.50000724,74.02595335,1409.416792,1517.538566,518.4982907,312.4229093,24.85285406,49.67663985,125.2293697,174.3018655,79.9585293,112.3709998,41.49672642,47.40606788,106.9029239,53.12788863,241.4784396,225.497089,43.12861425,31.12126233,177.3437909,224.7023474,100.6729173,76.93219786,0.98,112.6390446,0.797890678,24.49765857,0.870793333,82.85907216,0.656538859,0.5
0,1939.851121,1548.84875,35.9307775,134.5904746,705.643115,1100.616634,542.0127827,594.1820051,41.15569863,47.76625812,170.46806,65.96099946,182.9996002,214.6357519,41.42233504,38.18701034,103.8378328,273.6620975,241.3380509,163.0525021,37.57883731,31.84739515,190.3463148,165.0499368,203.6178274,221.5640222,0.835038388,87.51113525,0.834169847,22.60438275,0.654416926,89.99005104,0.674063932,0.5
0,1796.978174,1423.507027,32.97168674,72.16597903,872.2940072,626.8999153,162.0607733,364.1928915,20.24273679,1.309540659,66.46579827,75.3444652,100.0896237,149.1236887,39.22558646,49.78050243,276.2543939,166.7779164,114.3738105,199.5722211,24.99799528,44.85648475,180.545382,258.822085,129.8126752,260.6884744,0.48,94.85149284,0.547026956,24.38740927,0.5,92.47130119,1,0.749824336
0,1869.707183,2646.294765,101.8613923,146.1973293,707.531002,858.2523215,486.8510662,545.7301399,42.42240467,0.872414095,183.4540329,50.41598948,169.2129222,142.0123032,54.73223527,54.42354875,139.5232645,270.2779677,103.3478898,197.1814958,42.00794736,36.23812623,222.0985668,75.13173663,139.0008011,132.6505081,0.48,118.4156163,0.48,36,0.999370654,99.83392048,0.5,1
0,2189.451207,2050.117269,37.7061126,57.11606979,1109.361997,447.3955354,316.8778741,210.9065191,39.00743299,29.69249226,154.2089078,183.1765825,138.3215561,159.0557227,57.17385719,44.19411348,157.8537194,209.0340409,209.5631028,237.5029151,42.86198773,30.31943556,192.1154083,258.9292609,111.1339863,134.458975,0.86495021,118.5919625,0.98,35.14428516,0.708843847,122.2866462,0.5,0.5
0,1831.585055,1309.9618,30.41119916,165.2312096,418.421583,606.8386885,342.3668304,563.08748,29.09501986,47.27123302,141.9083946,179.2016763,106.9345288,168.856667,35.58047988,40.85919304,282.9907676,116.3485206,198.2974294,213.7924367,53.23563352,48.05376739,184.5816856,142.2995376,167.7239249,211.2627522,0.641841003,79.96441479,0.48,27.70614172,0.5,109.1177932,0.568605422,0.763348932
0,2352.708427,1684.902859,160.1091288,174.2232392,581.5817687,1122.121752,292.7687769,586.1635958,0.056480747,27.85401439,162.1483109,47.9879999,96.4564368,161.5981125,38.96933688,53.89333621,134.150737,245.9416905,209.8741275,166.78941,39.86942849,35.34833451,215.6966077,222.3779962,238.1805956,153.3514023,0.48,123.3319628,0.48,33.52588938,0.743787277,89.31945363,0.818465439,0.57218957
0,1587.010655,2316.566393,118.3619869,84.83129696,1518.656908,560.2062682,221.703034,344.9945115,45.38899246,11.04436006,99.81798688,158.0941697,191.7726586,135.8621088,49.7425328,59.67992142,82.56697091,184.4885068,166.1371099,212.7862515,35.41812611,48.43087252,126.1207225,234.3512318,177.1418469,257.4376287,0.592376228,85.56793262,0.795460286,26.70711308,0.850721217,135.9873137,0.783219594,0.998704522
0.01,2298.587739,1516.251493,57.58037468,32.77421232,533.0293901,1358.172356,569.9159967,477.2883672,42.85373925,45.33038313,124.6753191,192.9816011,78.87070823,146.4417637,58.44135481,43.59936056,140.2156997,61.04856742,207.4336744,136.3883595,32.07167304,41.71528338,99.72514307,165.9280404,157.7295464,207.3817398,0.863996888,90.86226034,0.48,23.69001075,1,104.9816565,0.822943954,0.733137103
0,2624.738898,2154.411648,37.89366336,165.5988588,1361.755678,384.1520839,581.6865349,520.965428,39.28472047,17.33531234,150.6401774,184.5687696,214.1675952,169.8913181,32.64721695,43.23416348,147.2659962,279.985302,105.2139468,220.9094452,27.21223618,53.26509001,135.4841151,231.3128469,120.6139877,207.1537842,0.635099062,101.534659,0.811312427,23.82023301,0.729333572,112.3811757,0.740742412,0.975761895
0,1276.192427,2329.451912,160.4581641,87.56661715,633.6743266,873.9278869,421.1866435,564.2176454,16.82701579,33.93453113,127.0784885,185.6711529,171.7778731,190.2034342,53.14543701,47.56893505,149.1551161,171.5949928,204.6522717,100.5663197,28.92518962,40.61125724,80.67818825,177.7649931,187.1504192,151.2119138,0.98,117.2708898,0.48,23.69872981,0.5,96.5520347,0.994119719,0.880129914
0,1321.751668,1271.652386,43.67573612,139.6507816,977.495047,540.7207357,482.7761351,493.0438608,46.15931011,4.629576224,143.5606765,95.6900207,112.2568784,170.7159716,51.79558161,51.51255798,212.2400667,98.89722896,198.1395347,162.7546754,42.30857235,36.28813724,171.5973675,173.0779216,115.1711841,152.2747827,0.819083109,77.24771651,0.833272428,31.54552062,0.751012298,95.8689229,0.5,0.55981255
0,1577.419323,1854.644395,31.44058915,143.4115329,1556.720802,1207.146521,584.5500822,402.5707597,17.96834961,38.66221514,146.6209453,156.1921197,193.6175793,194.1843923,58.09754358,46.4231589,261.7642195,281.1698,240.4035647,170.140081,49.11045187,31.17453656,236.3115547,237.1465488,71.7550125,216.2948225,0.779409574,127.1902904,0.48,28.54172972,0.888792838,121.5107387,0.691140164,1
0.005,1479.244589,1452.969992,102.1183011,80.84626036,1182.722475,1439.084443,283.338415,423.6151168,6.174743871,25.80421644,52.35889105,92.01442537,147.9741954,110.4720896,30.29334579,47.67523366,70.13049792,238.7826277,234.1066616,137.3718361,47.66521541,42.05089303,150.538522,100.5881876,89.91697899,200.3635864,0.648662542,137.206611,0.842205261,25.0517168,0.935384809,96.01688084,0.911732924,0.761034109
0,1549.941224,1392.133895,99.4980968,143.5760623,1235.425011,308.0617677,347.1230325,516.5634613,44.9353322,2.896945635,64.78870009,162.7051701,179.8190933,185.2741715,32.40436305,52.15472959,256.0862117,95.16248187,145.4515424,199.9339952,33.76375247,40.11939496,206.9154375,191.2411533,80.7739805,222.6792718,0.48,84.32162546,0.544929495,34.83585616,0.633617501,113.7539717,0.826219075,0.5
0,1568.080829,2066.366286,129.2148878,84.73810196,1373.707296,145.5217003,446.0974414,353.6583776,48.06395838,27.5273432,163.1360014,83.30134803,206.7020312,110.1263794,55.74955488,52.1582313,250.7157074,294.9099851,124.8602638,211.9779943,43.54368231,30.54320623,110.3921946,118.2144398,154.5080893,252.4858133,0.865629042,76.07432156,0.48,26.96562931,0.815448713,106.8917468,0.804795403,0.718158568
0.015,1849.520575,1493.910007,122.3192108,107.0952796,118.3670584,698.8920413,466.0716037,286.3484032,42.32242118,47.78354117,182.5614508,103.3866173,208.1897632,89.35105969,46.6572888,49.54890322,80.99501091,241.4785397,181.0029911,192.2887333,53.23601221,49.85609309,212.6221977,193.4112475,248.8936785,141.1648502,0.509417681,134.2983809,0.511138415,21.22965868,0.664353589,121.897908,0.758637441,1
0.005,1523.674994,1625.577044,129.8703859,35.6632302,337.542946,1464.588024,407.8452152,497.8153949,6.885520191,28.73883729,161.2558859,63.24006356,125.6174026,100.2856543,46.97252096,45.96964174,297.5279577,193.9933806,219.0783965,172.0667842,43.52612436,35.31172661,101.8995865,223.3550045,203.9385156,147.1110591,0.726749324,80.64048855,0.98,26.28724112,0.631520839,133.9445051,0.542860082,1
0,2472.234642,1271.447357,33.82215466,132.4276227,703.6651942,1399.357113,221.1401989,411.3242487,6.059924581,15.8281985,75.74753142,179.615554,123.1906795,211.0055665,49.08186687,58.30858923,63.12932459,185.9094523,221.889,135.0712328,34.65442955,48.59082942,123.5461257,80.43825238,261.377161,232.7384903,0.505362038,95.45665495,0.48,27.07773349,1,105.1900351,0.66325478,0.670061277
0.005,2186.698892,1317.11608,146.1180917,44.03500278,652.5118693,729.128749,389.2121177,302.6086751,42.39138452,44.78618299,184.5200108,155.4492749,106.1749841,86.4721161,49.90007096,39.16747477,200.2603802,233.1717884,243.1701106,237.1752031,44.05295718,26.21136181,133.9089536,107.4607934,201.6202221,149.2992578,0.967951303,129.241378,0.98,36,0.630249675,75.00764777,0.5,0.928476018
0.02,1474.127682,1720.496861,149.1801356,77.45212929,1262.035412,1252.293366,540.9457481,198.4416945,20.05650365,39.9403631,139.8665705,136.8723234,120.730155,210.0661327,44.62875792,36.27887749,249.8721285,173.0446443,104.7368015,149.8849347,35.14347419,52.46834492,167.0598186,148.1729857,199.6283132,244.145685,0.98,82.06776665,0.48,32.39254087,0.900318429,110.2001512,0.5,0.5
0,2482.877858,2131.321046,53.70787846,109.1984521,1545.074645,1470.884522,617.8264377,317.4937593,35.75239527,20.16705667,54.98710986,165.2920798,139.5900489,134.7022582,53.88362324,57.16193324,244.5710408,263.9189833,159.8088901,200.1664851,28.12921365,35.34856281,167.8955793,131.3008724,175.425468,168.2688257,0.936237406,120.3378365,0.603920423,30.42973121,1,118.7055475,0.732291381,0.560541308
0,2731.613245,2509.709523,60.43601567,77.47225714,1149.093057,449.5267516,529.6900874,186.6029713,48.02795741,20.42423037,141.1619611,145.0763956,78.39317932,169.9787397,34.1022692,48.78634878,132.7956707,183.4922182,147.8828231,190.5945582,43.27292523,37.54265306,87.19650831,154.3699023,218.7511169,261.2116872,0.98,96.71368012,0.98,24.86848431,0.787200367,106.6204286,0.5,0.912938672
0,2528.574455,2544.085373,148.4037371,36.83765177,816.2907346,189.7317287,168.3693837,219.2511249,0.853047159,31.84597438,174.9140852,125.8192933,139.0005514,195.1064685,41.4133315,33.97385665,58.24154674,62.59157836,170.6058311,123.2163249,45.17756867,40.40773126,110.4118537,70.97652403,243.9291947,218.0839115,0.98,126.4240308,0.650476347,24.71573533,0.618221322,111.0015211,0.691029718,1
0,2429.674045,2544.094963,84.3727777,172.2085032,776.5539646,618.6953418,500.7503863,221.1532175,45.75241326,35.00023301,74.1531937,71.32523479,194.284626,204.4232454,38.00881859,54.27407559,179.8672765,102.6691084,110.7454044,132.752633,39.54602416,33.15555863,193.8668016,106.1467508,212.2655345,241.7804197,0.727304921,79.76615147,0.834962668,28.23782723,0.5,126.5676034,0.574222133,0.5
0,2293.701293,1962.94068,38.87871134,61.6480052,1011.870408,1528.866764,150.2048228,349.6642026,15.04350993,33.08033306,97.91423444,73.37425528,202.7065333,172.6378859,51.97048365,33.54385126,95.13535634,260.2777668,172.0735751,242.1829026,42.65981144,30.24859826,84.13751216,264.8833608,118.0445731,254.3053657,0.649521685,135.7564218,0.98,21.7498148,0.5,72.51579406,0.702734376,1
0,2460.643152,2578.344786,103.1004978,170.3396911,862.6927899,1484.746296,220.6460651,566.8069203,23.37553215,27.55308568,146.4046182,148.7459668,78.66438852,203.7911129,34.06192962,46.35924162,134.0612374,297.9450734,136.5825555,168.3799513,53.86276328,51.15603697,263.3287234,130.6950684,89.38688233,72.90532736,0.978114519,105.2348283,0.523708079,33.09066168,0.968888485,126.9104757,0.789339026,1
0,1778.582857,2025.525197,157.244278,134.2889182,436.341943,1078.024825,645.9579521,427.6674525,10.20973019,45.82100851,176.1625949,133.993173,101.3618232,133.9995489,54.98647416,41.6983451,161.9473074,103.0946704,107.6694411,112.1857037,32.73670025,35.38430206,238.7598785,87.23728697,106.9716862,129.0885188,0.855413039,80.86887144,0.48,31.42270023,1,68.77328908,0.88243511,0.861140272
0.03,1635.253888,1869.047759,75.45574945,75.28823418,198.4807604,1298.391982,634.4914939,159.9841682,35.48832093,27.91891129,168.6046667,77.84064596,105.8681058,116.2060668,34.94176208,53.13898566,200.0141145,257.4685984,207.5594472,120.9605181,35.23043281,31.79204335,229.1766109,164.4906394,158.0599147,184.8789585,0.715580678,114.0099625,0.850577142,28.51769261,1,118.1372752,0.788922738,0.706401406
0.005,2666.955582,1297.793181,102.4386116,143.2283724,262.3228813,1440.147601,233.6768119,365.4466892,9.237328296,35.21976323,182.258621,82.76379575,112.6313204,105.5513607,54.77851587,37.05434113,213.050933,81.32647785,126.9457686,120.3100985,49.1368946,53.86909413,146.4778405,228.7594828,202.4285425,198.2052853,0.943968968,83.24193238,0.849975423,29.39740963,0.773365138,117.4763039,0.5,0.647018885
0,1284.912966,1449.199217,164.9126234,72.19391415,1303.271504,1153.495363,236.4640484,511.6808292,42.30103178,30.88314009,128.7471777,189.8479929,79.04994559,187.5846612,52.16708876,55.28635311,142.8696852,206.5000204,200.1057296,98.94816986,39.2945385,39.18299953,139.119963,140.4682753,195.7949912,174.0242185,0.962971113,98.96888125,0.850496306,25.90159737,0.85276686,135.1477338,0.5,0.9940569
0,1707.781052,2343.104751,70.89611013,81.7384074,1380.560338,318.1274725,338.31109,196.7068349,36.38945259,42.08505272,93.57439224,105.0932635,131.9110531,166.4018028,42.43412397,46.37894882,232.8824812,197.796591,130.1156777,159.3119023,25.21068459,35.7584632,143.2370997,185.3743457,133.5656309,84.88170165,0.642494198,111.9339903,0.719590856,27.73516265,0.5,77.01533825,1,0.5
0,2175.515131,1930.130484,90.63254848,153.936161,501.7285959,252.9457852,179.8706132,566.7780994,18.48825412,16.04107437,108.4163789,70.83615658,185.6555528,139.8102515,51.17886388,54.65670587,65.5419968,241.7093978,115.2720162,191.0455936,48.39722656,33.6864507,168.5692628,117.9276941,232.8117123,134.4843936,0.646021982,101.5215372,0.617972996,22.45812809,0.622445317,119.2129346,0.5,0.561744053
0,1312.606452,2560.425084,104.7141678,93.13263273,1523.376931,148.846145,229.5235784,202.4040919,33.91725013,21.44381763,104.7492409,150.6240427,144.6949856,211.4870102,31.05068855,38.24854498,108.5580968,301,170.404511,132.3874759,32.48910041,28.99028141,123.3220556,213.0142199,217.6224664,100.3146737,0.516804246,133.98238,0.839706742,20.05412028,0.50540682,68.07285356,0.969640825,0.732990595
0,1663.976397,2150.183771,40.98005554,91.34809514,1383.370404,1350.972862,306.0254095,630.788412,39.26855458,18.6114642,173.6524644,51.37550446,207.5430159,133.321169,55.32099308,47.89998,249.0294487,69.38231791,175.5307779,173.0228494,37.29756821,46.55620466,142.4903832,238.0523349,129.7870459,86.54363741,0.889160654,135.4847937,0.48,33.34127513,0.5,94.49861315,0.824409515,0.5
0,1374.191774,2582.619437,77.70580243,128.7509611,425.6731487,1204.732476,480.8555905,445.4975938,2.798372124,45.58984245,68.48059202,52.94999642,134.761297,170.4421924,44.20342124,43.34289428,167.8982403,100.1377872,150.3665476,171.7290194,25.45071277,37.33041424,231.1573227,232.0433993,265.8802869,144.6880568,0.98,127.9171456,0.945928394,35.39369742,0.769905496,138.7550254,0.954590463,0.5
0.005,1350.25736,1612.727216,157.5110098,53.22328475,1145.70604,589.8467921,608.2096322,254.6902081,31.92177118,22.1850492,188.6078437,102.7998917,174.1240852,144.9482423,47.78623497,52.56865985,264.4396802,149.2777989,162.8001288,162.6489266,32.91344498,24.25287479,155.6260472,98.72125498,124.040366,102.8960319,0.489852604,87.66198618,0.98,20.25146242,0.72461002,77.58717546,0.724429494,0.5
0,2033.703454,2116.795527,74.22150443,158.7383353,735.3465686,1100.608909,570.1532979,594.6999427,50,16.52529862,122.4424262,190.0247682,167.8920598,180.502036,55.0402216,31.88423666,88.06028582,211.1469319,132.5901237,143.6251362,24.47556539,44.23825982,169.8667695,154.2593138,77.10385095,241.1904688,0.792374797,82.69178059,0.98,30.58133142,0.674045809,131.6867074,0.740372686,1
0,1970.100409,1996.659681,134.7215898,131.8540891,611.1039565,977.1582615,316.6080872,269.6589258,26.12089215,19.8511715,83.20875234,149.2673684,154.3528317,123.5296328,39.78378275,32.96311884,210.6999834,291.1291165,133.4926609,213.2383618,29.09039028,30.80859027,112.5628112,163.4592368,152.474449,257.751762,0.98,124.6971241,0.852642431,26.81469117,1,112.3952618,0.928138642,1
0,2490.658156,2489.806938,101.5604855,136.6867522,1117.637073,238.2063239,633.9979612,249.4075452,45.47356581,9.990335716,169.5676359,106.9456419,115.449826,122.5983382,31.78303949,32.19212464,78.2143718,70.77713696,229.7894825,187.176865,50.23936256,34.4674751,122.4911679,174.0075133,237.8405333,155.5471007,0.98,82.86721998,0.98,28.35730178,0.500397964,89.32106434,0.5,0.5
0,2569.258937,2491.700645,71.86887812,79.3910933,974.2084305,1279.893333,416.4150552,242.4076774,35.95251398,7.329254248,61.85916179,130.5738401,156.0260557,130.2027082,51.90442569,51.99968372,72.07512688,232.2592371,140.62785,133.7308479,43.43668313,31.24962956,215.2418224,106.2356914,130.0443442,192.4447835,0.98,87.04191401,0.61236086,30.18553601,0.5,102.8500688,0.731849142,0.933983575
0,2061.559599,1343.43919,56.08941486,148.5429834,866.2680064,796.3518714,365.5718637,553.4210007,33.25797273,29.1349499,100.5901479,170.8462568,96.39057803,138.9363746,39.24000815,38.98664097,296.0491476,149.6702784,174.0164803,110.95452,40.11601517,45.48774111,110.0940235,67.11055159,109.5454107,228.1003793,0.48,124.1982814,0.61736619,31.66529605,0.521091055,81.0487356,0.716721728,0.950696279
0,1338.102092,2663.669195,34.75616206,93.1965815,846.235792,830.9941796,554.1075316,261.2942723,30.92604519,43.72801043,133.0407886,78.64699911,165.6571745,132.1816658,40.86847064,44.10581235,235.4615125,198.7507446,146.0925071,107.4292666,38.95819766,41.45672881,90.18613625,141.0600404,185.6508763,83.79311593,0.48,92.36289293,0.48,28.17745594,0.850130772,126.0565053,0.83955143,0.945074596
0,2149.738382,1936.424529,57.63719423,93.29692308,248.8642249,1523.727945,289.6642446,567.3405554,45.46550353,13.09095509,68.81468105,149.6489926,147.4548778,131.4208554,47.5259978,55.91267588,72.33391828,179.6110026,105.5901898,148.9350449,33.3088245,48.9834234,92.06927461,129.5640304,109.2313276,192.9694753,0.694704424,107.2750393,0.98,34.87058656,0.5,73.64545271,0.5,0.5
